ボウエンキョウ	望遠鏡
サイケツ	採決
サイサン	採算
サイヨウ	採用
テオクレ	手遅れ
ソシキ	組織
モリ	森
ツウチョウ	通帳
クイ	悔い
キョウギ	競技
キョウソウ	競争
サズケル	授ける
カクダイ	拡大
グンカク	軍拡
コウツウジコ	交通事故
ジコ	事故
エイガカン	映画館
オンタイ	温帯
ヒサシイ	久しい
グンカン	軍艦
トショカン	図書館
タイシカン	大使館
ビジュツカン	美術館
シアゲル	仕上げる
シカタガナイ	仕方がない
フシン	不振
ザットウ	雑踏
キュウショク	給食
キュウヨ	給与
キュウリョウ	給料
キョウキュウ	供給
ホキュウ	補給
ミジュク	未熟
オクジョウ	屋上
ノキ	軒
コヤ	小屋
ヘヤ	部屋
サガス	捜す
オン	恩
ヨミ	読み
ヨミカタ	読み方
ドクシャ	読者
ドクショ	読書
シモン	指紋
モッテイク	持って行く
トウベン	答弁
ベンゴ	弁護
ベンゴシ	弁護士
ベントウ	弁当
ヒトリジメ	独り占め
ヤネ	屋根
コンポン	根本
ネモト	根本
ワズラウ	患う
イロ	色
ワタル	渡る
トクショク	特色
キョウドウ	協同
トモ	友
ユウコウ	友好
ユウジョウ	友情
ユウジン	友人
トモダチ	友達
コエル	超える
トリシラベ	取調べ
クルシミ	苦しみ
ニガテ	苦手
クジョウ	苦情
クロウ	苦労
サス	差す
シュウショク	就職
シュウニン	就任
マイバン	毎晩
ハクハツ	白髪
シラガ	白髪
ナミ	並
コウネツヒ	光熱費
ハジ	恥
サケビ	叫び
コウブツ	鉱物
ハシル	走る
ハンバイ	販売
ソノ	園
エン	園
ガクエン	学園
コウエン	公園
ハズム	弾む
ドウブツエン	動物園
カグ	家具
カオブレ	顔触れ
グタイテキ	具体的
ドウグ	道具
グアイ	具合
ツカマエル	捕まえる
ヒダリ	左
サユウ	左右
ヒダリテ	左手
ホウガク	方角
ミンヨウ	民謡
イジョウ	異常
ゲンゾウ	現像
ガクレキ	学歴
ケイレキ	経歴
ケワシイ	険しい
オモワク	思わく
ソントク	損得
レキシ	歴史
レキシテキ	歴史的
ジショ	辞書
ジショク	辞職
ジニン	辞任
ショウグン	将軍
ショウライ	将来
ハナシアイ	話合い
キソウ	競う
マガル	曲がる
アキ	秋
ヘイオン	平穏
ボットウ	没頭
ゲンイン	原因
サイキン	細菌
フキツ	不吉
ヨウイン	要因
センテンテキ	先天的
ウラオモテ	裏表
ゲンジュウ	厳重
カキネ	垣根
ケイバ	競馬
ウマ	馬
アイ	愛
アイジョウ	愛情
エントツ	煙突
オオハバ	大幅
チコク	遅刻
ハバ	幅
ハバヒロイ	幅広い
テツヅキ	手続
ミツモリ	見積り
ヤスミ	休み
ヤスム	休む
キュウギョウ	休業
キュウジツ	休日
レンキュウ	連休
シュウキュウ	週休
イジ	維持
イシン	維新
カイギ	懐疑
カンヅメ	缶詰
キモ	肝
キョウグウ	境遇
アツイ	厚い
カンメイ	感銘
タナ	棚
トミ	富
ハカル	量る
セイケツ	清潔
ハマ	浜
オトウサン	お父さん
ツキアタル	突き当たる
チチ	父
チチオヤ	父親
フボ	父母
イサン	遺産
イタイ	遺体
カシャ	貨車
トリアゲル	取上げる
ヨセアツメ	寄せ集め
キセイ	寄生
ミグルシイ	見苦しい
カレラ	彼ら
カノジョ	彼女
イッパン	一般
エキチョウ	駅長
シュウチャクエキ	終着駅
ゼンパン	全般
ソウタイ	早退
ムノウ	無能
ヒョウザン	氷山
ミテイ	未定
ミメイ	未明
ミライ	未来
ムダ	無駄
ハナシコム	話し込む
ソクタツ	速達
チャクセキ	着席
ボウエキ	貿易
オモウゾンブン	思う存分
カンデンチ	乾電池
コウエン	講演
コウギ	講義
コウシ	講師
コウワ	講和
ナナメ	斜め
ノベル	述べる
ホウジン	邦人
レンポウ	連邦
ウム	生む
ハエル	映える
ヨコタワル	横たわる
ヨコドリ	横取り
ミマウ	見舞う
ノビヤカ	伸びやか
ブタイ	舞台
キンズル	禁ずる
シンリン	森林
ネットウ	熱湯
ノウリン	農林
ハヤシ	林
ソウチ	装置
ブソウ	武装
テイガク	停学
ロウニン	浪人
ナツ	夏
ナツヤスミ	夏休み
ソザイ	素材
シロウト	素人
スナオ	素直
ネンド	粘土
ヨウソ	要素
シボウ	死亡
ボウメイ	亡命
エンゲキ	演劇
エンソク	遠足
ゲキ	劇
ゲキジョウ	劇場
ゲキテキ	劇的
ツキヨ	月夜
ソメル	染める
カセン	河川
カワグチ	河口
カコウ	河口
セイザ	正座
ハケン	派遣
アトモドリ	後戻り
コウカイ	航海
コウクウ	航空
コウクウキ	航空機
コムギ	小麦
ナンコウ	難航
ムギ	麦
フミン	不眠
コウギ	抗議
タイコウ	対抗
オジ	伯父
キュウガク	休学
シツド	湿度
レイスイ	冷水
レイセン	冷戦
オンガエシ	恩返し
キボ	規模
ドソク	土足
モヨウ	模様
アリサマ	有様
エイユウ	英雄
ショウドク	消毒
オス	雄
サイテキ	最適
テキセツ	適切
テキトウ	適当
テキヨウ	適用
ムボウ	無謀
モチナオス	持直す
シュフ	主婦
フジン	婦人
フウフ	夫婦
ナグル	殴る
キメツケル	決め付ける
コクテツ	国鉄
シテツ	私鉄
チカテツ	地下鉄
テツ	鉄
テツドウ	鉄道
ヒキシメル	引き締める
ハオリ	羽織
ヨセル	寄せる
チンレツ	陳列
キフ	寄付
トシヨリ	年寄り
カタイ	堅い
メイチョ	名著
リエキ	利益
モチコム	持ち込む
オイコム	追い込む
イソガシイ	忙しい
ミコミ	見込み
モウシコミ	申し込み
カオ	顔
キョウツウゴ	共通語
ソボク	素朴
カンダイ	寛大
キンキュウ	緊急
キンチョウ	緊張
サンミャク	山脈
ドウミャク	動脈
マナコ	眼
ミハル	見張る
シュルイ	種類
ショルイ	書類
シンルイ	親類
ジンルイ	人類
イタマシイ	痛ましい
イクジ	育児
ツクル	造る
キヨラカ	清らか
カネテ	予て
ヨチ	余地
ミカギル	見限る
キンシ	禁止
フウトウ	封筒
ミナライ	見習い
シルシ	印
インショウ	印象
ヘダテル	隔てる
ケンキョ	謙虚
チョウイン	調印
ケシイン	消印
トル	採る
ムカイ	向かい
ギャク	逆
オウコク	王国
オウジ	王子
オウジャ	王者
オウジョ	王女
キュウショ	急所
キョウシュク	恐縮
ジョオウ	女王
フンマツ	粉末
イチガイニ	一概に
ヘンサイ	返済
ヘンジ	返事
ヘントウ	返答
メザメル	目覚める
メザマシドケイ	目覚まし時計
ヒョウゴ	標語
ヒョウジュン	標準
カンポウヤク	漢方薬
コウカン	交換
コウミョウ	巧妙
ジュウゾク	従属
ヘンカン	変換
ノリカエ	乗り換え
メモリ	目盛り
ヒサシブリ	久しぶり
セイヨウジン	西洋人
ヨウマ	洋間
ヨウサイ	洋裁
タンカ	短歌
タンキ	短期
タンダイ	短大
ゲンユ	原油
セキユ	石油
アブラ	油
ユデン	油田
ニッキュウ	日給
ツマ	妻
テツダウ	手伝う
フサイ	夫妻
カワル	代わる
タダヨウ	漂う
ボウドウ	暴動
ボウリョク	暴力
ジカンワリ	時間割
ヒキウケル	引受ける
ヒトエ	一重
センリョウ	占領
ドクセン	独占
カイシメル	買い占める
センゲン	宣言
センデン	宣伝
テキスル	適する
テオチ	手落ち
ヤサシイ	易しい
ザンコク	残酷
セイ	背
ハイケイ	背景
セナカ	背中
ショウワ	昭和
アブラ	脂
ニアウ	似合う
トリヨセル	取り寄せる
デンタク	電卓
ハイシ	廃止
モノズキ	物好き
イショク	移植
ヒキオコス	引き起す
ワリキル	割り切る
オキアガル	起き上がる
サクリャク	策略
ショウリャク	省略
ショクブツ	植物
ショクミンチ	植民地
リャクゴ	略語
マチナミ	町並
コウネツ	高熱
ジョウネツ	情熱
ネツ	熱
ネツイ	熱意
ネッキ	熱気
ネッシン	熱心
ハツネツ	発熱
ガッシュク	合宿
ヤド	宿
ヌカス	抜かす
イヤクヒン	医薬品
グウゼン	偶然
ザブトン	座布団
セイヤク	製薬
クスリ	薬
ヤクヒン	薬品
オソレ	恐れ
クズス	崩す
アシアト	足跡
ソウナン	遭難
アクヨウ	悪用
キゲン	紀元
セイサン	清算
タンキュウ	探究
アリガタイ	有り難い
アマス	余す
シリアイ	知合い
エンシュウ	演習
ガクシュウ	学習
トウヒ	逃避
カブル	被る
キケン	危険
ケンアク	険悪
ホケン	保険
ユルム	緩む
クウシャ	空車
ヤメル	辞める
シンライ	信頼
タノム	頼む
カクリョウ	閣僚
カンリョウ	官僚
カンカク	感覚
ゲンゴウ	元号
ジカク	自覚
ハッカク	発覚
ボウチョウ	傍聴
エンポウ	遠方
ジャマ	邪魔
サカリ	盛り
サカン	盛ん
ダン	壇
ホソウ	舗装
ヒキカエ	引換え
ケッショウ	結晶
センチョウ	船長
ゾウセン	造船
フネ	船
ウンパン	運搬
シタテル	仕立てる
バイ	倍
バイリツ	倍率
ナニブン	何分
ニル	煮る
モノサシ	物指
モノサシ	物指し
ヘイキン	平均
ミガル	身軽
サカサ	倒さ
スミ	墨
アソブ	遊ぶ
マルメル	丸める
ゼント	前途
マヨウ	迷う
ヨウト	用途
トチュウ	途中
アツリョク	圧力
キアツ	気圧
スエル	据える
タス	足す
オノオノ	各各
ソレゾレ	各各
ヒキガネ	引金
ヒキツヅキ	引続き
ハナビラ	花弁
オヨビ	及び
ゲイジュツ	芸術
ゲイノウ	芸能
コウゲイ	工芸
ハクアイ	博愛
ブンゲイ	文芸
ショクチュウドク	食中毒
ユルス	許す
キョカ	許可
トッキョ	特許
ウチケス	打消す
テンノウ	天皇
コス	超す
ミウシナウ	見失う
リンジ	臨時
トウカ	等価
ヒョウシ	拍子
エキ	駅
エキマエ	駅前
カミノケ	髪の毛
エンカイ	宴会
ショメイ	署名
ヌケダス	抜け出す
シメル	閉める
ハカイ	破壊
ムヨク	無欲
クイトメル	食止める
フサイ	負債
フクメン	覆面
ベンリ	便利
ツツミ	包み
ホウタイ	包帯
シカク	四角
トブ	飛ぶ
ノビ	伸び
ハナヨメ	花嫁
アブナイ	危ない
ザイリュウ	在留
カネ	鐘
ヨシュウ	予習
カラム	絡む
リュウガク	留学
リュウガクセイ	留学生
ツミ	罪
ムザイ	無罪
ユウザイ	有罪
ヨゴレル	汚れる
ヨワマル	弱まる
ヨワメル	弱める
チョウテイ	調停
テイシ	停止
フウリュウ	風流
ムガイ	無害
キョウミ	興味
シンコウ	振興
シンコウ	新興
ヘンキャク	返却
ゲンバク	原爆
チンボツ	沈没
バクゲキ	爆撃
バクハツ	爆発
ナイマク	内幕
ウチマク	内幕
キワマル	極まる
トタン	途端
ジョウリク	上陸
タイリク	大陸
チャクリク	着陸
リク	陸
リクグン	陸軍
リクジョウ	陸上
タマ	玉
オリカエシ	折り返し
ハイゾク	配属
メダマ	目玉
ウラドオリ	裏通り
ミナモト	源
シゲン	資源
ヨウシキ	洋式
ギシキ	儀式
ドロボウ	泥棒
テイセイ	訂正
デンパ	電波
ナミ	波
フクシャ	複写
マンジョウ	満場
ソウサク	創作
ソウゾウ	創造
ソウリツ	創立
ワカラズヤ	分からず屋
コショウ	故障
ワタシタチ	私たち
ショウガイ	障害
ケイゾク	継続
ウケツグ	受け継ぐ
チュウケイ	中継
ヒカゲ	日陰
スジ	筋
アトガキ	後書
カサ	傘
ネライ	狙い
イッタイ	一帯
セタイ	世帯
チタイ	地帯
ネッタイ	熱帯
フジョ	婦女
ナフダ	名札
レンタイ	連帯
エンキ	延期
エンチョウ	延長
ノゾム	臨む
リンジュウ	臨終
チカヨル	近寄る
コゲル	焦げる
ハネ	羽
ツトメル	努める
ジュンカン	循環
ドリョク	努力
キヨウ	器用
カタメル	固める
コテイ	固定
コユウ	固有
マンビキ	万引
ヒエコム	冷え込む
セントウ	戦闘
トウソウ	闘争
ニッソ	日ソ
セイシン	精神
キソク	規則
カンパイ	乾杯
カイ	会
フナビン	船便
キガエ	着替え
トウユ	灯油
タイシタ	大した
タイシテ	大して
ダッセン	脱線
フキュウ	普及
フダン	普段
フツウ	普通
カイサン	解散
サンポ	散歩
シカイ	司会
フツカ	二日
ハツカ	二十日
エンピツ	鉛筆
ケンコウ	健康
カンソク	観測
ソクテイ	測定
ユタカ	豊か
ホウフ	豊富
カイヨウ	海洋
セイヨウ	西洋
トウヨウ	東洋
ミッカ	三日
シズカ	静か
レイセイ	冷静
カイゼン	改善
カルイ	軽い
ゼン	善
タイホ	逮捕
アム	編む
ケッコン	結婚
シッケ	湿気
テイキュウビ	定休日
リコン	離婚
ハタチ	二十歳
ヨロコビ	喜び
ネンレイ	年齢
カコム	囲む
シキュウ	至急
シュウイ	周囲
セオウ	背負う
コス	越す
ソツギョウ	卒業
ツキ	月
トウブン	等分
セマル	迫る
ショウニン	承認
オジ	叔父
カタイ	硬い
クスリユビ	薬指
ハリキル	張り切る
クズレル	崩れる
カエス	帰す
ジュン	順
ジュンチョウ	順調
ナマ	生
ハエル	生える
ショウズル	生ずる
ウマレル	生まれる
ウマレ	生まれ
セイキ	世紀
チョッカク	直角
イツカ	五日
ジシュウ	自習
フクシュウ	復習
コノアイダ	この間
タビ	旅
リョカン	旅館
リョコウ	旅行
ゼッタイ	絶対
イリグチ	入口
ソノウエ	その上
コウキュウ	高級
ジョウキュウ	上級
ケンビキョウ	顕微鏡
フコウ	不幸
シアワセ	幸せ
イワ	岩
モノ	者
レンシュウ	練習
オス	押す
フル	振る
オサエル	押さえる
シズマル	静まる
タオレル	倒れる
メンドウ	面倒
イチ	市
シュウリョウ	終了
オクサマ	奥様
カンチョウ	官庁
ケンチョウ	県庁
セイホウケイ	正方形
コクモツ	穀物
ハクブツカン	博物館
シロ	城
モメン	木綿
カンジャ	患者
ヨッカ	四日
ハレル	晴れる
キリ	霧
ミツケル	見付ける
コウトウ	高等
ニル	似る
ビョウドウ	平等
キュウジョ	救助
イマニモ	今にも
マジル	混じる
ウケタマワル	承る
モウシコム	申し込む
トビコム	飛び込む
イッソウ	一層
コウソウ	高層
サイナン	災難
シュッパン	出版
ロウジン	老人
マザル	交ざる
メイレイ	命令
カクド	角度
ココノカ	九日
コトナル	異なる
ヒノイリ	日の入り
イレル	入れる
レンラク	連絡
ソン	損
ソンガイ	損害
ニョウボウ	女房
テイリュウジョ	停留所
タテル	立てる
ボシュウ	募集
サッキョク	作曲
クツシタ	靴下
シハラウ	支払う
ダイガクセイ	大学生
ケズル	削る
シバル	縛る
カテイ	家庭
ニワ	庭
オカワリ	お代わり
ハイイロ	灰色
アケル	明ける
セイト	生徒
ジツ	実
ネガウ	願う
ジッセキ	実績
セイセキ	成績
ヤケド	火傷
ケンチク	建築
カモツ	貨物
ツウカ	通貨
ウケツケ	受付
ウゴク	動く
コンラン	混乱
ゼン	全
マッタク	全く
ネッチュウ	熱中
スベテ	全て
フトル	太る
イケ	池
ツカマル	捕まる
ワガ	我が
ワレワレ	我々
キンム	勤務
ツウキン	通勤
タメ	為
ケツアツ	血圧
ワカイ	若い
チヂム	縮む
マゲル	曲げる
ダイメイシ	代名詞
カイ	貝
ウラガエス	裏返す
オンド	温度
キオン	気温
ザツオン	雑音
イツノマニカ	何時の間にか
ショウタイ	招待
アゲル	揚げる
アテハマル	当てはまる
アテハメル	当てはめる
シキ	四季
ヨウカ	八日
ヤッツ	八つ
ナツカシイ	懐かしい
コンナン	困難
ムイカ	六日
ムッツ	六つ
エイセイ	衛星
ホシ	星
カタナ	刀
タイコ	太鼓
キズ	傷
イロイロ	色々
ブラサゲル	ぶら下げる
センタク	選択
オモイツク	思い付く
ユウシュウ	優秀
チョシャ	著者
トクチョウ	特徴
ホウ	法
ザッシ	雑誌
ハタケ	畑
キンコ	金庫
ムス	蒸す
スイジョウキ	水蒸気
レイゾウコ	冷蔵庫
デカケル	出掛ける
セイ	性
ワルイ	悪い
ソウゾウ	想像
セイコウ	成功
ヨウ	用
カオリ	香り
ヒキカエス	引き返す
ケッセキ	欠席
タビ	度
ナベ	鍋
イチドニ	一度に
ヘンコウ	変更
トオイ	遠い
デンセン	伝染
ヒミツ	秘密
カエル	換える
ケイジ	刑事
サカ	坂
ナノカ	七日
ジコク	時刻
シンコク	深刻
ソコ	底
サンセイ	賛成
カンソウ	乾燥
イッチ	一致
オチツク	落ち着く
カカエル	抱える
ヤリトリ	やり取り
サル	猿
クリカエス	繰り返す
トリイレル	取り入れる
トレル	取れる
セメル	責める
フク	服
フクソウ	服装
マゼル	混ぜる
ハンザイ	犯罪
ハンニン	犯人
コン	紺
シタガウ	従う
ジェットキ	ジェット機
サイフ	財布
ヌノ	布
フトン	布団
オソロシイ	恐ろしい
タイラ	平ら
テラ	寺
ジイン	寺院
シタ	舌
キバン	基盤
ナラウ	習う
ムスコ	息子
コウモク	項目
サメル	覚める
エイエン	永遠
キョウヨウ	教養
イッショウケンメイ	一生懸命
ケン	県
ツヅク	続く
ツヅケル	続ける
キョダイ	巨大
ススメル	進める
シル	汁
ジシン	地震
ネガイ	願い
カイガ	絵画
キボウ	希望
クルシム	苦しむ
ケイヤク	契約
ショウスウ	小数
ブンスウ	分数
ヒッコム	引っ込む
カツヤク	活躍
ノボル	昇る
ハジメテ	初めて
ケイゴ	敬語
イタミ	痛み
ヨブン	余分
ノバス	伸ばす
イライ	依頼
ニガス	逃がす
コクセキ	国籍
ショセキ	書籍
オセン	汚染
ササエル	支える
シュクショウ	縮小
ダイイチ	第一
カイスイヨク	海水浴
カマ	釜
キンゾク	金属
ワライ	笑い
エガオ	笑顔
カテイ	仮定
タガイ	互い
ソウゴ	相互
セイレキ	西暦
ツク	点く
フクザツ	複雑
フクスウ	複数
ユウビンキョク	郵便局
ユウビン	郵便
スマセル	済ませる
ツケル	漬ける
ムチュウ	夢中
ヤクソク	約束
スマナイ	済まない
カク	書く
ナカ	仲
ナカマ	仲間
カキトリ	書取
エイヨウ	栄養
スイチョク	垂直
カス	貸す
ハラ	原
サキ	先
ユウカン	夕刊
ユウショク	夕食
ユウガタ	夕方
チエ	知恵
キジュン	規準
コクバン	黒板
イタ	板
レツ	列
レッシャ	列車
レットウ	列島
テラス	照らす
テル	照る
サワル	触る
キヨイ	清い
ハナス	離す
ムク	向く
ムケル	向ける
シャッキン	借金
アカンボウ	赤ん坊
キタナイ	汚い
タノモシイ	頼もしい
キセツ	季節
サマス	覚ます
ジュヨウ	需要
ホネ	骨
ジシャク	磁石
チュウシャ	注射
カル	刈る
ケイコウ	傾向
ソマツ	粗末
キンヨウ	金曜
ゲツヨウ	月曜
スイヨウ	水曜
ドヨウ	土曜
ニチヨウ	日曜
ヨウビ	曜日
オク	億
アソビ	遊び
アミモノ	編物
メイワク	迷惑
オモタイ	重たい
ユメ	夢
チカク	近く
ブッソウ	物騒
ハンコ	判子
ヨル	寄る
アメ	雨
コム	込む
イッショ	一緒
ウレル	売れる
アヤマル	謝る
アト	跡
ショウベン	小便
クミアワセ	組合せ
シラセ	知らせ
シラセル	知らせる
チュウシャジョウ	駐車場
デントウ	電灯
トウダイ	灯台
アリガタイ	有難い
シャショウ	車掌
ハミガキ	歯磨き
センタン	先端
アラシ	嵐
ハシ	端
ウンチン	運賃
ヤチン	家賃
ショウカイ	紹介
アオジロイ	青白い
ベツ	別
モノ	物
アンキ	暗記
キヌ	絹
クサ	草
マカセル	任せる
ヒク	引く
テッテイ	徹底
スンポウ	寸法
ノミモノ	飲み物
キチョウ	貴重
モトメル	求める
トコロ	所
ツギ	次
ジジョ	次女
ショウトツ	衝突
ツギツギニ	次々に
サイソク	催促
ショウテン	焦点
ヒトシイ	等しい
ウエル	植える
ウバウ	奪う
アマド	雨戸
ヤクス	訳す
カサイ	火災
フエ	笛
クラシ	暮らし
クレ	暮れ
カワセ	為替
ブンセキ	分析
スキキライ	好き嫌い
カカワル	係わる
カンタン	簡単
ウスメル	薄める
キンニク	筋肉
ニク	肉
ナットク	納得
ハライコム	払い込む
イショクジュウ	衣食住
ウチアワセ	打合せ
ショウ	章
ビョウ	秒
ブンショウ	文章
シンゾウ	心臓
カラ	殻
ホウリツ	法律
カクチ	各地
テアライ	手洗い
センメン	洗面
サソウ	誘う
ノム	飲む
ハジメニ	始めに
バッスル	罰する
カシダシ	貸し出し
シュウキョウ	宗教
シンチョウ	慎重
シキ	式
オクル	贈る
ヒッカカル	引っ掛かる
ヒビキ	響き
ニギル	握る
ボンチ	盆地
ミチジュン	道順
ウチュウ	宇宙
サケ	酒
ヌグ	脱ぐ
ユルイ	緩い
キンセン	金銭
ウエル	飢える
ウスイ	薄い
コウドウ	講堂
ショクドウ	食堂
サキホド	先程
ヒゲキ	悲劇
ソウサ	操作
タイソウ	体操
メイシン	迷信
オク	奥
ジュンジョウ	純情
シンダン	診断
スマイ	住まい
サツエイ	撮影
ジョウトウ	上等
タンジョウ	誕生
ナクス	無くす
ナクナル	無くなる
サライゲツ	再来月
クライ	位
ケッサク	傑作
アワテル	慌てる
ナガメル	眺める
カケル	掛ける
ウラミ	恨み
オク	置く
カンシャ	感謝
キュウコウ	休講
スウ	吸う
マッスグ	真っ直ぐ
ハヤル	流行る
サス	刺す
トマル	留まる
ハイシャ	歯医者
メイシ	名刺
シゲキ	刺激
トウチャク	到着
マモナク	間もなく
チラカル	散らかる
ダレ	誰
トウメイ	透明
メグル	巡る
スコシモ	少しも
オル	折る
カベ	壁
イネ	稲
ハナレル	放れる
カナシイ	悲しい
ハチ	鉢
トウゲ	峠
トリ	鳥
チョット	一寸
タンジュン	単純
リョウ	料
ミツメル	見詰める
メシ	飯
ヨユウ	余裕
タテル	建てる
ツウヤク	通訳
ゴウトウ	強盗
ヌスム	盗む
シバイ	芝居
キュウシュウ	吸収
コキュウ	呼吸
コテン	古典
ノビル	伸びる
サグル	探る
テンケイ	典型
ジテン	辞典
ナス	為す
ワキ	脇
オミヤゲ	お土産
サカラウ	逆らう
ワカス	沸かす
カンゴフ	看護婦
カンバン	看板
ヨス	止す
ヤム	止む
ヒキトメル	引き止める
ブタニク	豚肉
カンゲイ	歓迎
カワイソウ	可哀相
ベンキョウ	勉強
エンソウ	演奏
ワレル	割れる
ワリアイニ	割合に
サワギ	騒ぎ
ソウオン	騒音
キク	聞く
ジャグチ	蛇口
タイヨウ	太陽
クッツケル	くっ付ける
ブツケル	打付ける
オイコス	追い越す
ツケル	付ける
キヲツケル	気を付ける
コトヅケル	言付ける
ヤッツケル	やっ付ける
キレ	切れ
キレル	切れる
ウリキレ	売り切れ
ウリキレル	売り切れる
セツ	説
シマル	閉まる
ヨクバリ	欲張り
シンケン	真剣
メンキョ	免許
アリガトウ	有難う
サシミ	刺身
ホル	掘る
スイセン	推薦
チラス	散らす
トナリ	隣
スグレル	優れる
オンセン	温泉
イズミ	泉
ハンイ	範囲
ドレ	何れ
イネムリ	居眠り
フユ	冬
ナントナク	何となく
ヘイ	塀
クチビル	唇
カワ	皮
テツガク	哲学
ギョギョウ	漁業
チガイナイ	違いない
フンスイ	噴水
カイシャク	解釈
マネ	真似
カレル	枯れる
チョキン	貯金
クラス	暮らす
ゴウカ	豪華
ドナル	怒鳴る
ワスレモノ	忘れ物
オタク	お宅
ジュウタイ	渋滞
タイザイ	滞在
トマル	泊まる
ユズル	譲る
シツレイ	失礼
スキトオル	透き通る
ショウジョウ	症状
ヒキザン	引算
ワリザン	割り算
ハイザラ	灰皿
スベル	滑る
ガク	学
ソウコ	倉庫
ヒル	昼
ヒトリデニ	独りでに
モドル	戻る
ヒルマ	昼間
チュウショク	昼食
オチャ	お茶
チャ	茶
ソダテル	育てる
デンチュウ	電柱
ナゾ	謎
ビミョウ	微妙
ミサキ	岬
アライ	荒い
カタマル	固まる
フクロ	袋
コイ	濃い
マン	万
モウシワケナイ	申し訳ない
ツク	着く
ツケル	着ける
サクイン	索引
ソナエル	具える
ユキ	雪
シッピツ	執筆
フデ	筆
ボウサン	坊さん
マンネンヒツ	万年筆
リツ	率
クンレン	訓練
アビル	浴びる
ハイユウ	俳優
オサメル	納める
ジドウ	児童
ドウワ	童話
ツカレル	疲れる
タカラ	宝
トカス	溶かす
ガラ	柄
ムネ	胸
ソウゾウシイ	騒々しい
ムスメ	娘
スナ	砂
シオ	塩
アヤマリ	誤り
ゴカイ	誤解
シゼンニ	自然に
ウカブ	浮かぶ
カタヅケル	片付ける
ハヤク	早く
シュミ	趣味
ケッカン	欠陥
カエル	替える
ショサイ	書斎
ノリオクレル	乗り遅れる
オクレル	遅れる
ジュンジョ	順序
オトウト	弟
デシ	弟子
ゲジュン	下旬
ジョウジュン	上旬
チュウジュン	中旬
ウデ	腕
ハガキ	葉書
オテツダイサン	お手伝いさん
ツタエル	伝える
ヨウシ	要旨
カウ	飼う
ハタラク	働く
コウシャ	校舎
イナカ	田舎
オウベイ	欧米
ヒカク	比較
スキ	好き
スキズキ	好き好き
トコノマ	床の間
シュウカン	習慣
クワシイ	詳しい
カイツウ	開通
ミドリ	緑
ソンチョウ	尊重
イル	要る
テイコウ	抵抗
イワイ	祝い
シュクジツ	祝日
レイ	礼
フケル	更ける
マド	窓
マドグチ	窓口
ジュウドウ	柔道
ヤワラカイ	柔らかい
ヒサシブリ	久し振り
ハタ	旗
デアイ	出合い
オンブ	負んぶ
シジン	詩人
ムカシ	昔
チョウ	兆
ドノ	殿
マザル	混ざる
ツバサ	翼
ウシ	牛
ギュウニク	牛肉
テキ	敵
ミリョク	魅力
キライ	嫌い
イヤ	嫌
トメル	泊める
モシモ	若しも
ネマキ	寝間着
コオル	凍る
ケツエキ	血液
タネ	種
シキチ	敷地
カタ	肩
ハライモドス	払い戻す
フクメル	含める
コマル	困る
サンセイ	酸性
サンソ	酸素
アニ	兄
キョウダイ	兄弟
リョウ	量
オコル	怒る
ヒジョウニ	非常に
オヨグ	泳ぐ
タズネル	尋ねる
スイエイ	水泳
モヤス	燃やす
キソ	基礎
ユカイ	愉快
ソフ	祖父
ソボ	祖母
ヨウジ	幼児
セイスウ	整数
カギ	鍵
ニモツ	荷物
ウメ	梅
バカ	馬鹿
シュクハク	宿泊
ローマジ	ローマ字
アザ	字
ジビキ	字引
ボク	僕
サクラ	桜
ヌル	塗る
キノドク	気の毒
ハイク	俳句
モンク	文句
ジュミョウ	寿命
ヒカクテキ	比較的
サス	注す
ソウリダイジン	総理大臣
ダイジン	大臣
クサリ	鎖
クサル	腐る
ヒビク	響く
オカエリ	お帰り
セイソウ	清掃
ソウジ	掃除
クモ	雲
ショシンシャ	初心者
タテ	縦
ジュンサ	巡査
テンキヨホウ	天気予報
ツカレ	疲れ
ケイト	毛糸
イッシュン	一瞬
シュンカン	瞬間
ミナサン	皆さん
ヒトミ	瞳
キシャ	汽車
フンカ	噴火
イタル	至る
ツキアタリ	突き当たり
ホコリ	誇り
ノバス	延ばす
テンプ	添付
ヨゴス	汚す
スモウ	相撲
レイトウ	冷凍
ツイデ	序で
ホリ	堀
クヤシイ	悔しい
タクワエル	蓄える
ハラ	腹
ドンブリ	丼
キク	効く
ギュウニュウ	牛乳
ズウズウシイ	図々しい
ケムリ	煙
キンエン	禁煙
サライシュウ	再来週
サンナン	三男
ジュクゴ	熟語
フチ	縁
マル	丸
ボウダイ	膨大
コイ	恋
コイビト	恋人
シメキリ	締切
ハブク	省く
キュウ	旧
コンバン	今晩
ユウダチ	夕立
クルウ	狂う
マチアイシツ	待合室
カタヅク	片付く
コウガイ	郊外
トリカエル	取り替える
アルク	歩く
メズラシイ	珍しい
コシ	腰
キャクマ	客間
セキタン	石炭
オドリ	踊り
ニジ	虹
ショウギ	将棋
エンシュウ	円周
ボウケン	冒険
マイゴ	迷子
カンチガイ	勘違い
ユウキ	勇気
キカイ	機械
シツレン	失恋
コイシイ	恋しい
クセ	癖
マックロ	真っ黒
チカスイ	地下水
キオク	記憶
キョウフ	恐怖
イヌ	犬
ヤサイ	野菜
ミミ	耳
ツトメル	勤める
コシカケル	腰掛ける
サッキ	殺気
